name,rarity,blueprintClass,critRatePercent,critDamagePercent,weakspotDamagePercent,itemId,href,imageSrc,imageAlt,effectText,effectLinesJson,detailTiersJson,rawText
MG4 - Wrath Of Hades,Epic,Juggernaut,8,30,35,13621301,https://wikily.gg/once-human/weapon-blueprints/13621301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbWc0X3NyLndlYnA,MG4 - Wrath Of Hades,"When the weapon hits a target, there is a 40% chance to trigger Fast Gunner.
When Fast Gunner is triggered, consumes reserve ammo to reload 1 bullet(s) to the secondary weapon.
After defeating an objective, consumes reserve ammo to reload 1 bullet(s) to the secondary weapon.","[""When the weapon hits a target, there is a 40% chance to trigger Fast Gunner."",""When Fast Gunner is triggered, consumes reserve ammo to reload 1 bullet(s) to the secondary weapon."",""After defeating an objective, consumes reserve ammo to reload 1 bullet(s) to the secondary weapon.""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":35}]","MG4 - Wrath Of Hades
Epic
|
Juggernaut
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +35.0%"
MGL,Epic,Wanderer,4,30,35,13820401,https://wikily.gg/once-human/weapon-blueprints/13820401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfc3NyX2dsXzAxLndlYnA,MGL,"6 Consecutive hits from a single magazine grant the ""Tumult"" effect and trigger Fortress Warfare at the next reload.
While in Fortress Warfare, refill 1 grenade(s) every 1.
Deals moderate Structural DMG—highly effective against structures of Lv. 2 or lower Stability (Silver Plague creatures & wooden buildings), but effectiveness gradually decreases against structures of Lv. 3 or higher Stability (stone & concrete buildings).","[""6 Consecutive hits from a single magazine grant the \""Tumult\"" effect and trigger Fortress Warfare at the next reload."",""While in Fortress Warfare, refill 1 grenade(s) every 1."",""Deals moderate Structural DMG—highly effective against structures of Lv. 2 or lower Stability (Silver Plague creatures & wooden buildings), but effectiveness gradually decreases against structures of Lv. 3 or higher Stability (stone & concrete buildings).""]","[{""critDamagePercent"":30,""critRatePercent"":4,""tier"":1,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":4,""tier"":2,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":4,""tier"":3,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":4,""tier"":4,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":4,""tier"":5,""weakspotDamagePercent"":35}]","MGL
Epic
|
Wanderer
Crit Rate +4.0%
Crit DMG +30.0%
Weakspot DMG +35.0%"
MPS7 - Div-Evo,Epic,Stranger,8,30,50,13331301,https://wikily.gg/once-human/weapon-blueprints/13331301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX21wN19zcl8wMS53ZWJw,MPS7 - Div-Evo,"When the weapon hits a target, there is a 30% chance to trigger Shrapnel.
Defeating a target guarantees Shrapnel activation, lasting 4.
When the weapon hits a Weakspot, Shrapnel target parts +1, lasting 6.","[""When the weapon hits a target, there is a 30% chance to trigger Shrapnel."",""Defeating a target guarantees Shrapnel activation, lasting 4."",""When the weapon hits a Weakspot, Shrapnel target parts +1, lasting 6.""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":50},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":50},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":50},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":50},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":50}]","MPS7 - Div-Evo
Epic
|
Stranger
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +50.0%"
R500 - Hammerhead Shark,Epic,Beyonder,4,25,65,13123396,https://wikily.gg/once-human/weapon-blueprints/13123396/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfc3c1MDBfc3JfMDMud2VicA,R500 - Hammerhead Shark,,[],"[{""critDamagePercent"":25,""critRatePercent"":4,""tier"":1,""weakspotDamagePercent"":65}]","R500 - Hammerhead Shark
Epic
|
Beyonder
Crit Rate +4.0%
Crit DMG +25.0%
Weakspot DMG +65.0%"
Recurve Crossbow,Epic,Huntsman,2,28,70,13721301,https://wikily.gg/once-human/weapon-blueprints/13721301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9lcXVpcF9ibHVlcHJpbnRfc3JfY3Jvc3Nib3dfMDFfbmV3LndlYnA,Recurve Crossbow,"Hitting a weakspot will inflict The Bull's Eye on the target, causing all weapons to have Crit Rate +15% againest targets with The Bull's Eye for 10. Effect only works once on the same target within 15.","[""Hitting a weakspot will inflict The Bull's Eye on the target, causing all weapons to have Crit Rate +15% againest targets with The Bull's Eye for 10. Effect only works once on the same target within 15.""]","[{""critDamagePercent"":28,""critRatePercent"":2,""tier"":1,""weakspotDamagePercent"":70},{""critDamagePercent"":28,""critRatePercent"":2,""tier"":2,""weakspotDamagePercent"":70},{""critDamagePercent"":28,""critRatePercent"":2,""tier"":3,""weakspotDamagePercent"":70},{""critDamagePercent"":28,""critRatePercent"":2,""tier"":4,""weakspotDamagePercent"":70},{""critDamagePercent"":28,""critRatePercent"":2,""tier"":5,""weakspotDamagePercent"":70}]","Recurve Crossbow
Epic
|
Huntsman
Crit Rate +2.0%
Crit DMG +28.0%
Weakspot DMG +70.0%"
SOCR Customize,Epic,Stranger,,,75,13412399,https://wikily.gg/once-human/weapon-blueprints/13412399/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfc2Nhci53ZWJw,SOCR Customize,,[],"[{""critDamagePercent"":0,""critRatePercent"":0,""tier"":1,""weakspotDamagePercent"":75}]","SOCR Customize
Epic
|
Stranger
Weakspot DMG +75.0%"
SN700 - Gulped Lore,Epic,Stranger,2,24,90,13511301,https://wikily.gg/once-human/weapon-blueprints/13511301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbTcwMF9zcl8wMS53ZWJw,SN700 - Gulped Lore,"When the weapon hits a target, there is a 30% chance to trigger Unstable Bomber. When hitting a Weakspot, the chance increases to 90%.
After defeating an objective, Unstable Bomber range -10%, DMG coefficient +20%, lasting 30, stackable up to 5 stack(s).
Unlock Unstable Bomber Crit Hit ability, guaranteed to Crit Hit. For every 1% Weakspot DMG bonus, Unstable Bomber Crit DMG +1%.","[""When the weapon hits a target, there is a 30% chance to trigger Unstable Bomber. When hitting a Weakspot, the chance increases to 90%."",""After defeating an objective, Unstable Bomber range -10%, DMG coefficient +20%, lasting 30, stackable up to 5 stack(s)."",""Unlock Unstable Bomber Crit Hit ability, guaranteed to Crit Hit. For every 1% Weakspot DMG bonus, Unstable Bomber Crit DMG +1%.""]","[{""critDamagePercent"":24,""critRatePercent"":2,""tier"":1,""weakspotDamagePercent"":90},{""critDamagePercent"":24,""critRatePercent"":2,""tier"":2,""weakspotDamagePercent"":90},{""critDamagePercent"":24,""critRatePercent"":2,""tier"":3,""weakspotDamagePercent"":90},{""critDamagePercent"":24,""critRatePercent"":2,""tier"":4,""weakspotDamagePercent"":90},{""critDamagePercent"":24,""critRatePercent"":2,""tier"":5,""weakspotDamagePercent"":90}]","SN700 - Gulped Lore
Epic
|
Stranger
Crit Rate +2.0%
Crit DMG +24.0%
Weakspot DMG +90.0%"
SOCR - Outsider,Epic,Stranger,6,27,60,13412301,https://wikily.gg/once-human/weapon-blueprints/13412301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfc2Nhcl9zcjAyLndlYnA,SOCR - Outsider,"When the weapon hits, there is a 35% chance to apply Power Surge to the target.
After the weapon lands a Crit Hit, the weapon's trigger chance for Power Surge gains a 30% bonus, lasting 3 seconds.
Weapon trigger chance for Power Surge gains a 30% bonus.","[""When the weapon hits, there is a 35% chance to apply Power Surge to the target."",""After the weapon lands a Crit Hit, the weapon's trigger chance for Power Surge gains a 30% bonus, lasting 3 seconds."",""Weapon trigger chance for Power Surge gains a 30% bonus.""]","[{""critDamagePercent"":27,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","SOCR - Outsider
Epic
|
Stranger
Crit Rate +6.0%
Crit DMG +27.0%
Weakspot DMG +60.0%"
Stun Baton,Epic,Operator,5,25,20,13920301,https://wikily.gg/once-human/weapon-blueprints/13920301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2Vfc3R1bl9iYXRvbi53ZWJw,Stun Baton,,[],[],"Stun Baton
Epic
|
Operator
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
Warning Sign,Epic,Wanderer,5,25,20,13930301,https://wikily.gg/once-human/weapon-blueprints/13930301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfdGpqY193cC53ZWJw,Warning Sign,"▪ Combos 2 and 3 of light strikes and impacts will inflict The Bull's Eye on the target. Also grants DMG Reduction +25% and Movement Speed +15% for 10s.
▪ Effect can stack up to 2 times.","[""▪ Combos 2 and 3 of light strikes and impacts will inflict The Bull's Eye on the target. Also grants DMG Reduction +25% and Movement Speed +15% for 10s."",""▪ Effect can stack up to 2 times.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","Warning Sign
Epic
|
Wanderer
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
Baseball Bat,Rare,Wanderer,5,25,20,13930101,https://wikily.gg/once-human/weapon-blueprints/13930101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9iYXNlYmFsbGJhdC53ZWJw,Baseball Bat,The first heavy attack that hits a target inflicts Blunt DMG and reduces the target's subsequent DMG dealt by 30% for 15s. Ineffective against bosses and other Meta-Humans.,"[""The first heavy attack that hits a target inflicts Blunt DMG and reduces the target's subsequent DMG dealt by 30% for 15s. Ineffective against bosses and other Meta-Humans.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","Baseball Bat
Rare
|
Wanderer
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
Camping Knife,Rare,Huntsman,5,25,20,13913101,https://wikily.gg/once-human/weapon-blueprints/13913101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9zdXJ2aXZhbGtuaWZlLndlYnA,Camping Knife,Melee hits have a 33% chance to inflict additional Melee DMG of 50% Attack.,"[""Melee hits have a 33% chance to inflict additional Melee DMG of 50% Attack.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","Camping Knife
Rare
|
Huntsman
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
DBSG - Old Huntsman,Rare,Huntsman,10,30,25,13211201,https://wikily.gg/once-human/weapon-blueprints/13211201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfcm0xODg5X3JfMDEud2VicA,DBSG - Old Huntsman,"When the weapon hits, there is a 35% chance to apply The Bull's Eye to the target.
DMG +20% to targets affected by The Bull's Eye.","[""When the weapon hits, there is a 35% chance to apply The Bull's Eye to the target."",""DMG +20% to targets affected by The Bull's Eye.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":25},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","DBSG - Old Huntsman
Rare
|
Huntsman
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +25.0%"
HAMR - Crumble,Rare,Juggernaut,2,30,80,13531201,https://wikily.gg/once-human/weapon-blueprints/13531201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbTgyX3Iud2VicA,HAMR - Crumble,"When the weapon hits a Weakspot, there is a 60% chance to apply Burn.
Burn DMG +10%.","[""When the weapon hits a Weakspot, there is a 60% chance to apply Burn."",""Burn DMG +10%.""]","[{""critDamagePercent"":30,""critRatePercent"":2,""tier"":1,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":2,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":3,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":4,""weakspotDamagePercent"":80},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","HAMR - Crumble
Rare
|
Juggernaut
Crit Rate +2.0%
Crit DMG +30.0%
Weakspot DMG +80.0%"
KAM - Pioneer,Rare,Wanderer,6,30,55,13421201,https://wikily.gg/once-human/weapon-blueprints/13421201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfYWs0N19yMS53ZWJw,KAM - Pioneer,,[],[],"KAM - Pioneer
Rare
|
Wanderer
Crit Rate +6.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
KVD - Icebreaker,Rare,Operator,10,30,40,13631201,https://wikily.gg/once-human/weapon-blueprints/13631201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcnBkX3Iud2VicA,KVD - Icebreaker,"The first weapon hit after reloading triggers Frost Vortex.
Frost DMG +30%.","[""The first weapon hit after reloading triggers Frost Vortex."",""Frost DMG +30%.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":40},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","KVD - Icebreaker
Rare
|
Operator
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +40.0%"
M416 - Scorched Earth,Rare,Juggernaut,6,27,60,13442101,https://wikily.gg/once-human/weapon-blueprints/13442101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfaGs0MTZfcl8wMy53ZWJw,M416 - Scorched Earth,"When the weapon hits a target, there is a 12% chance to apply Burn.
Burn DMG +10%.","[""When the weapon hits a target, there is a 12% chance to apply Burn."",""Burn DMG +10%.""]","[{""critDamagePercent"":27,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","M416 - Scorched Earth
Rare
|
Juggernaut
Crit Rate +6.0%
Crit DMG +27.0%
Weakspot DMG +60.0%"
MPS5 - Blue Tiger,Rare,Operator,8,30,55,13321201,https://wikily.gg/once-human/weapon-blueprints/13321201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX21wNV9yXzAxLndlYnA,MPS5 - Blue Tiger,"On hit, 25% chance to trigger Bounce.
Bounce DMG +60%.","[""On hit, 25% chance to trigger Bounce."",""Bounce DMG +60%.""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","MPS5 - Blue Tiger
Rare
|
Operator
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
Military Dagger,Rare,Operator,5,25,20,13941101,https://wikily.gg/once-human/weapon-blueprints/13941101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9jb21iYXRrbmlmZS53ZWJw,Military Dagger,"Holstering your weapon grants Melee DMG +30% and Swing Speed +30%.
This effect will fade within 5s and can be triggered once every 15s.","[""Holstering your weapon grants Melee DMG +30% and Swing Speed +30%."",""This effect will fade within 5s and can be triggered once every 15s.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","Military Dagger
Rare
|
Operator
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
Military Shovel,Rare,Operator,5,25,20,13931201,https://wikily.gg/once-human/weapon-blueprints/13931201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9zaG92ZWwud2VicA,Military Shovel,,[],[],"Military Shovel
Rare
|
Operator
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
Northern Pike,Rare,Huntsman,5,25,20,13914101,https://wikily.gg/once-human/weapon-blueprints/13914101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfZmlzaC53ZWJw,Northern Pike,"This thing costs so much Sanity.
A hit consumes 5 Sanity and deals Blunt DMG, Psi Intensity +5%.
Effect lasts for 3s and can stack up to 5 times.","[""This thing costs so much Sanity."",""A hit consumes 5 Sanity and deals Blunt DMG, Psi Intensity +5%."",""Effect lasts for 3s and can stack up to 5 times.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","Northern Pike
Rare
|
Huntsman
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
R500 - Hunter,Rare,Wanderer,4,25,65,13121201,https://wikily.gg/once-human/weapon-blueprints/13121201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfc3c1MDBfcl8wMS53ZWJw,R500 - Hunter,"When the weapon hits  a target, there is a 30% chance to trigger Fast Gunner.
After triggering Fast Gunner, weapon DMG +30% for 3.","[""When the weapon hits  a target, there is a 30% chance to trigger Fast Gunner."",""After triggering Fast Gunner, weapon DMG +30% for 3.""]","[{""critDamagePercent"":25,""critRatePercent"":4,""tier"":1,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":2,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":3,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":4,""weakspotDamagePercent"":65},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","R500 - Hunter
Rare
|
Wanderer
Crit Rate +4.0%
Crit DMG +25.0%
Weakspot DMG +65.0%"
R500 - Hunter 500/R500 - Hunter,Rare,Wanderer,,,65,13121291,https://wikily.gg/once-human/weapon-blueprints/13121291/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfc3c1MDBfcl8wMS53ZWJw,R500 - Hunter 500/R500 - Hunter,,[],"[{""critDamagePercent"":0,""critRatePercent"":0,""tier"":1,""weakspotDamagePercent"":65},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":2,""weakspotDamagePercent"":null},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":3,""weakspotDamagePercent"":null},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":4,""weakspotDamagePercent"":null},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","R500 - Hunter 500/R500 - Hunter
Rare
|
Wanderer
Weakspot DMG +65.0%"
RPG7 Rocket Launcher,Rare,Operator,3,25,25,13810301,https://wikily.gg/once-human/weapon-blueprints/13810301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2JnX3JvY2tldF9sYXVuY2hlcl8wMi53ZWJw,RPG7 Rocket Launcher,,[],"[{""critDamagePercent"":25,""critRatePercent"":3,""tier"":1,""weakspotDamagePercent"":25},{""critDamagePercent"":25,""critRatePercent"":3,""tier"":2,""weakspotDamagePercent"":25},{""critDamagePercent"":25,""critRatePercent"":3,""tier"":3,""weakspotDamagePercent"":25},{""critDamagePercent"":25,""critRatePercent"":3,""tier"":4,""weakspotDamagePercent"":25},{""critDamagePercent"":null,""critRatePercent"":null,""tier"":5,""weakspotDamagePercent"":null}]","RPG7 Rocket Launcher
Rare
|
Operator
Crit Rate +3.0%
Crit DMG +25.0%
Weakspot DMG +25.0%"
